,state_query,action_result
284,284,"71, 385, 763, 783, 1155, 1631, 1812, 2214, 2571, 2834, 3446, 3447, 3448, 4315, 4512, 4513, 4517, 5393, 5487, 5918, 6337, 6362, 6735, 6736, 6927, 7306, 8156, 9500, 9502, 10717"
285,285,"385, 433, 444, 1140, 1738, 1740, 2404, 4102, 6873, 7591, 8318, 8325, 10730, 11249"
286,286,"71, 317, 318, 1738, 1771, 1812, 2599, 4224, 4503, 5253, 5254, 6927, 8518"
287,287,"6113, 7996"
288,288,"385, 1158, 1620, 1738, 1939, 4234, 9194, 9724, 9743, 10717"
289,289,"290, 306"
290,290,"290, 306, 6113, 7365"
291,291,"1016, 1896, 2425, 4512, 4513, 6403, 7127, 7439, 8216, 8318, 10850"
292,292,"22, 71, 89, 1437, 1474, 1631, 1738, 2151, 2599, 2636, 2968, 3455, 4214, 5253, 5254, 6432, 9343, 9926, 9944"
293,293,"290, 1713, 7365, 8866, 9935, 9936"
294,294,"294, 311, 1354, 1355, 1644, 1959, 1960, 5797, 5865, 5866, 6313, 6324, 6333, 7266, 8686, 11252"
295,295,"1098, 1737, 1939, 2214, 5211, 5393, 8684, 8708, 9482, 9500, 9780, 10421, 10654"
296,296,"290, 1644, 2052, 4098, 4234, 6113, 7365, 9020, 9138, 9935, 9936"
297,297,"2422, 4098, 5232, 5253, 5254, 6315, 8986, 9748, 9935, 9936"
298,298,"1135, 1446, 1474, 1738, 1798, 2338, 2402, 3583, 3899, 4622, 5026, 5027, 6460, 6780, 6858, 7927, 7928, 8503, 8852, 9024, 9035, 9633, 9653, 9926, 11464"
299,299,"1135, 1446, 1474, 1738, 1798, 2338, 2402, 3583, 3899, 4622, 5026, 5027, 6460, 6780, 6858, 7927, 7928, 8503, 8852, 9024, 9035, 9633, 9653, 9926, 11464"
300,300,7632
301,301,"313, 385, 2730, 3446, 3447, 3448, 6113, 6362, 8632, 9396, 9488, 9489, 10717"
302,302,"7212, 8684"
303,303,"71, 321, 1631, 1738, 1939, 9488, 9489, 10281, 10310, 10312, 10717, 10718"
304,304,"313, 1158, 1573, 1676, 1738, 1896, 1921, 2148, 2535, 2792, 2793, 2834, 3583, 3590, 5810, 7797, 8318, 8325, 9169, 9898, 10286"
305,305,290
306,306,"306, 7365, 9935, 9936"
307,307,"290, 7365"
308,308,"1139, 1411, 1730, 2452, 2503, 7213"
309,309,"1020, 2363, 2404, 2792, 2793, 2811, 2819, 3583, 3899, 5079, 5199, 5200, 6731, 6740, 6803, 7127, 7239, 7778, 7781, 7819, 7896, 7900, 7928, 8393, 8446, 8518, 9320, 9424, 9433, 9898, 9915, 10600, 11145"
310,310,"310, 3583"
311,311,"289, 321, 469, 783, 1474, 1738, 1798, 1939, 2066, 2359, 4774, 5336, 8131, 8503, 8795, 9033, 9396, 9500, 9505, 9618, 9944, 10717, 10741, 11132"
312,312,"313, 1921, 2792, 2793, 3446, 3447, 3448, 7239, 8325"
313,313,"6113, 9138"
314,314,8342
315,315,"317, 1151, 1676, 1896, 6403, 9630"
316,316,"519, 783, 5419, 8503"
317,317,"71, 289, 310, 317, 318, 385, 763, 783, 1086, 1474, 1738, 2151, 2595, 2599, 4080, 4495, 4503, 4517, 4980, 5253, 5254, 5419, 5432, 7306, 8131, 8503, 9500, 9505, 9630, 10717"
318,318,"2489, 6872"
319,319,"1812, 2231, 2750, 5654, 5655, 6376, 6377, 6378, 6735, 6736, 9630, 10792"
320,320,"289, 385, 646, 1068, 1495, 1676, 1720, 1738, 4098, 4517, 4644, 5810, 8206, 8207, 9169, 9657, 10730"
321,321,"600, 601, 1697, 1737, 1939, 2752, 5208, 5797, 6113, 8318, 9488, 9489, 10429"
322,322,"362, 385, 783, 3446, 3447, 3448, 4315, 4468, 4512, 4513, 4517, 5035, 5036, 5037, 5038, 6927"
323,323,"184, 1487, 1990, 4517, 6432, 6873, 7306, 9630, 11276"
324,324,"58, 71, 325, 362, 377, 380, 385, 492, 783, 1216, 1370, 1631, 2568, 2569, 4080, 4202, 4315, 5035, 5036, 6362, 8569, 9743, 9935, 9936, 10717, 11259"
325,325,"375, 1286, 2292, 2658, 2659, 3957, 5393, 6362, 8515, 8708, 10717"
326,326,"58, 306, 351, 2568, 2569, 3278, 3289, 3297, 11206"
327,327,"1640, 2298, 3244, 3289, 4315, 4960, 6106, 9743, 10717, 10718"
328,328,"50, 348, 1246, 2568, 2569, 2715, 4315, 5100, 5232, 7291, 8566, 8986, 9463, 9935, 9936, 10771, 11258"
329,329,"72, 329, 380, 816, 1086, 1490, 2066, 2428, 2442, 2460, 2472, 2479, 2498, 4224, 4299, 4884, 5253, 5254, 6687, 6780, 6788, 6803, 7313, 8688, 8698, 8792, 8795, 9209, 9610, 9617, 9623, 9624, 10272, 10386, 10421, 10522, 11125"
330,330,"380, 812, 2041, 3003, 3004, 4066, 11290"
331,331,"355, 356, 380, 1394, 3341, 5100, 5918, 6266, 7403, 7565, 8405, 9623, 9624, 9935, 9936, 10301"
332,332,"380, 10905"
333,333,"362, 11282"
334,334,"723, 1575, 2617, 3392, 5595, 6013, 6499, 6854, 7892, 7951, 9315, 9610, 10522"
335,335,"3185, 5768, 6370, 6472, 6484, 8032, 8688, 9205, 9610, 10421, 10905"
336,336,"384, 992, 1020, 1771, 1794, 1802, 2204, 3899, 5069, 5079, 6740, 7127, 8188, 9424, 10337"
337,337,6024
338,338,"780, 2446, 2447, 2472, 2987, 2988, 8688, 9610"
339,339,"351, 3257, 3278"
340,340,377
341,341,"8, 58, 65, 72, 331, 362, 380, 2292, 3455, 5393, 8559, 8560, 9222, 10421"
342,342,"334, 367, 368, 1771, 10249"
343,343,"367, 368, 377, 8252, 9558, 10717"
344,344,"378, 512, 542, 783, 1771, 2148, 2214, 3455, 4224, 4711, 5123, 5393, 6803, 7776, 8795, 9194, 9495, 9500, 9505, 9618, 10605, 10646, 10717"
345,345,"142, 143, 367, 368, 378, 783, 1631, 1662, 1738, 1896, 3462, 3463, 3493, 3494, 5797, 6210, 8708, 9194, 9396, 9618, 9724, 10717"
346,346,"89, 362, 385, 1487, 7306"
347,347,"65, 860, 2710, 4202, 5385, 11426"
348,348,377
349,349,"992, 6735, 6736"
350,350,"1027, 1737, 3978, 6382, 6763, 8571, 9734, 10316, 10727, 10849, 11258"
351,351,351
352,352,"2349, 9218, 9433"
353,353,"7460, 10444"
354,354,"1289, 2743, 6749, 7843, 8792, 9210, 9318, 9550, 9554, 9563, 9690, 10771"
355,355,"385, 542, 1771, 4080, 4224, 4517, 6803, 9500, 9505, 10605, 10717"
356,356,"385, 783, 1175, 1217, 1375, 1432, 1509, 1631, 2148, 2244, 4202, 4214, 4315, 4517, 5035, 5036, 5037, 5038, 6432, 6867"
357,357,"384, 385, 2886, 3899, 4315, 4495, 4784, 6788, 6863, 6886, 9657, 11464"
358,358,"72, 2249, 2752, 3819, 6030, 6735, 6736, 7313, 7784, 9630, 9725, 9726, 10421, 10426, 11478"
359,359,"1740, 3542, 4150, 4151"
360,360,"992, 1068, 1474, 1625, 1794, 3758, 3759, 4517, 5069, 6803, 7386, 7832, 9558, 9630, 11145, 11276"
361,361,"71, 1738, 1812, 4080, 4150, 4151, 8503, 9505, 9630"
362,362,"343, 385, 9505"
363,363,"606, 720, 2213, 4080, 4150, 4151, 10238"
364,364,"198, 4378, 4539, 5360, 10565, 10907"
365,365,"418, 723, 2692, 3064, 3952, 4378, 4539, 4705, 5360, 5429, 5610, 5652, 5653, 5828, 5874, 7842, 8129, 8277, 9612"
366,366,"4428, 7210, 9276"
367,367,377
368,368,"1436, 1728, 2834, 11120"
369,369,377
370,370,"1436, 1728, 2834, 11120"
371,371,"343, 8632"
372,372,"2819, 5746, 6763, 6803, 8030, 8852"
373,373,"1896, 3455, 5798"
374,374,"512, 527, 544, 557, 961, 992, 1086, 1202, 1782, 2214, 2345, 2349, 2428, 2900, 3599, 4008, 4715, 5110, 5123, 5253, 5254, 7733, 8841, 9276, 9554, 9563, 9719, 10820"
375,375,"385, 995, 1487, 2363, 2367, 5918, 7896, 9558, 9621, 9622, 9630"
376,376,"58, 72, 380, 933, 1145, 1939, 1992, 1993, 2289, 2371, 2442, 2715, 2966, 3003, 3004, 3947, 3978, 4315, 4946, 6483, 6780, 7508, 8565, 9073, 9252, 9719, 10901, 11258, 11441"
377,377,"72, 1062, 2452, 2472, 2503, 4768, 7858, 7918, 8090, 8781"
378,378,"331, 333, 1293, 1462"
379,379,377
380,380,"804, 1020, 3140, 4835, 9840, 10292"
381,381,"382, 1086, 1145, 1166, 1170, 1210, 1211, 1490, 2338, 2428, 2692, 3046, 3064, 3548, 4405, 4826, 5253, 5254, 5324, 5333, 5429, 5828, 5875, 5956, 6484, 7002, 7116, 7119, 7621, 7658, 7732, 7740, 7744, 7843, 7848, 7858, 7864, 8030, 8129, 8414, 8565, 8947, 9256, 9276, 9388, 9482, 9563, 9610, 9612, 9613, 9719, 10005, 10654, 10690, 10888, 11125"
382,382,"1860, 1931, 1937, 2107, 2442, 9569, 9722"
383,383,"71, 861, 1076, 1212, 1474, 1737, 2151, 2342, 2349, 2428, 2571, 3455, 4315, 4495, 5253, 5254, 5746, 6927, 7313, 7843, 8156, 8387, 8559, 8560, 9505, 9926, 10082, 10717, 10771, 10944"
384,384,"2151, 4299, 4495, 9926"
385,385,"1086, 1098, 1490, 1782, 1893, 4299, 4495, 6662, 7117, 7913, 8280, 9073, 9623, 9624, 9915"
386,386,"59, 343, 367, 368, 380, 388, 390, 6793, 9935, 9936, 11259"
387,387,"81, 804, 1166, 1170, 1490, 1967, 1979, 2012, 2170, 2349, 2428, 2452, 2715, 2879, 2900, 3064, 3548, 3599, 4405, 4626, 4627, 5253, 5254, 5333, 5336, 5429, 5641, 6974, 7508, 8030, 8279, 8565, 9374, 9388, 9563, 9690, 9711, 9719"
388,388,"380, 388, 2265, 2289, 4024, 4039"
389,389,"1490, 2497, 9349"
390,390,"348, 7508, 9495, 9623, 9624"
391,391,"291, 1703, 2535, 2562, 2563, 2564, 5313, 5314, 5810, 7601, 8342, 11243"
392,392,"385, 963, 1021, 1104, 1105, 1676, 1771, 1785, 1794, 1798, 1812, 2595, 2656, 3082, 3178, 4080, 4190, 4503, 4517, 6788, 6803, 7275, 7306, 8339, 8428, 8503, 9169, 9558, 9621, 9622, 9630, 9635"
393,393,"291, 1703, 2535, 2562, 2563, 2564, 5313, 5314, 5810, 7601, 8342, 11243"
394,394,"385, 963, 1021, 1104, 1105, 1676, 1771, 1785, 1794, 1798, 1812, 2595, 2656, 3082, 3178, 4080, 4190, 4503, 4517, 6788, 6803, 7275, 7306, 8339, 8428, 8503, 9169, 9558, 9621, 9622, 9630, 9635"
395,395,"492, 495"
396,396,"397, 398, 5346"
397,397,"492, 495"
398,398,"397, 398, 5346"
399,399,"410, 446, 485, 492, 495"
400,400,"3899, 4224, 4732, 5110, 6024, 6863, 7889, 8518, 8852, 10841"
401,401,"495, 1137, 6873, 9621, 9622, 11249"
402,402,"444, 1740, 5810, 8318, 8342"
403,403,"444, 1740, 5810, 8318, 8342"
404,404,"444, 492, 1738, 4224, 4711, 6873, 8318, 8503, 9621, 9622"
405,405,"315, 5030"
406,406,"444, 492, 1738, 4224, 4711, 6873, 8318, 8503, 9621, 9622"
407,407,"315, 5030"
408,408,"317, 5918, 9035, 10792"
409,409,"542, 1075, 1896, 2406, 2407, 2571, 2719, 3590, 3897, 5393, 6754, 6833, 7391, 7392, 7781, 8106, 8270, 9194, 10272, 10605, 11087"
410,410,"281, 5404, 5982, 6748, 6873, 7782, 7926"
411,411,"3918, 6748, 7897, 8362"
412,412,"3590, 3796, 4402, 5232, 5865, 5866, 6313, 9138, 11229"
413,413,"3918, 6748, 7897, 8362"
414,414,"3590, 3796, 4402, 5232, 5865, 5866, 6313, 9138, 11229"
415,415,"415, 1211, 2692, 2715, 5290, 6681, 7623, 7624, 7864, 7874, 8129, 9304, 10690, 11183"
416,416,"1896, 2376, 9630, 10850"
417,417,"444, 492, 2404, 2515, 2535, 2562, 2563, 2564, 6873, 8325"
418,418,"1739, 2535, 2562, 2563, 2564, 7342, 11243"
419,419,"600, 601"
420,420,"1687, 1688"
421,421,"2535, 2562, 2563, 2564, 3590, 5698, 5699, 5700, 5716, 9898, 10850"
422,422,"1676, 1703, 1714, 1738, 2515, 2535, 3930, 5810, 5843, 5982, 8325"
423,423,"311, 2535, 3604, 7257, 8106, 8446, 11235"
424,424,7974
425,425,"311, 2535, 3604, 7257, 8106, 8446, 11235"
426,426,7974
427,427,"1860, 3583, 3590, 9898"
428,428,"1086, 1438, 1474, 1498, 2806, 4495, 5023, 5024, 5746, 5798, 6484, 7256, 7567, 8156, 8684, 9630"
429,429,"1860, 3583, 3590, 9898"
430,430,"1086, 1438, 1474, 1498, 2806, 4495, 5023, 5024, 5746, 5798, 6484, 7256, 7567, 8156, 8684, 9630"
431,431,"469, 1738, 1896, 4224, 9433"
432,432,"492, 2535, 2562, 2563, 2564"
433,433,"703, 5208, 7002, 7619, 8840"
434,434,"196, 385, 6059, 7239, 7900, 7932, 8035, 8792, 9033, 9218, 9396, 9657, 10717, 11131"
435,435,"71, 300, 1474, 4517, 6818, 8387, 9500, 9505, 10238"
436,436,"196, 385, 6059, 7239, 7900, 7932, 8035, 8792, 9033, 9218, 9396, 9657, 10717, 11131"
437,437,"71, 300, 1474, 4517, 6818, 8387, 9500, 9505, 10238"
438,438,"2460, 2806, 7889, 7896, 7928, 8852"
439,439,"492, 495, 783, 2594, 7591, 8318, 8503, 11272"
440,440,"492, 1738, 1740, 8318, 10605"
441,441,"6391, 7467"
442,442,"492, 1738, 1740, 8318, 10605"
443,443,"6391, 7467"
444,444,"444, 1351, 1740, 2406, 2407, 2723, 5043, 7619, 8318, 11114, 11233, 11264"
445,445,"469, 492, 1738, 2410, 2465, 2806, 3455, 5918, 9194, 10272"
446,446,"495, 496, 1495, 4082, 6873, 7540, 11249"
447,447,"3070, 4468, 7909, 7928, 11145"
448,448,"385, 1782, 2404, 2410, 2599, 2656, 4224, 5123, 5253, 5254, 6861, 7459, 8795, 9623, 9624, 10717, 10901, 11464"
449,449,"492, 495, 1738, 9033"
450,450,"71, 519, 620, 770, 783, 1135, 1676, 1738, 1771, 1794, 1896, 2968, 3899, 4512, 4513, 5037, 5038, 5487, 6403, 7278, 7306, 7750, 7752, 8503, 8975, 9568, 9630, 9751, 10637"
451,451,"2274, 2292, 2428, 2429, 2460, 3455, 4008, 8090, 9318, 9500, 9610, 9618, 9926, 10421"
452,452,4313
453,453,"1896, 2535, 11243"
454,454,"713, 2952, 4959, 4980, 5071, 6398, 6575, 6637, 8692, 8889, 9374, 9388"
455,455,"1021, 1158, 1599, 2052, 2244, 3609, 4256, 7625, 7626, 9724, 10286, 10311, 10964, 10982"
456,456,"71, 469, 783, 1474, 1737, 1738, 2066, 4080, 5393, 5410, 8503, 9482, 9500, 9505, 10791"
457,457,"1812, 2395, 2404, 2405, 2414, 2535, 3082, 3899, 4503, 5810, 6873, 7257, 7306, 8461, 8478, 9542, 9630, 11339"
458,458,"1812, 2395, 2404, 2405, 2414, 2535, 3082, 3899, 4503, 5810, 6873, 7257, 7306, 8461, 8478, 9542, 9630, 11339"
459,459,"343, 444, 1740, 2537, 2590, 5043, 5797, 7619, 8318, 8559, 8560, 10246, 10746"
460,460,"64, 71, 2404, 3116, 3323, 3549, 3919, 4174, 4175, 4176, 4224, 6649, 6863, 7926, 7928, 8816, 9256, 9657, 9955, 10544, 11243"
461,461,"71, 469, 1738, 3493, 3494, 8503, 9033, 9194, 9505"
462,462,"8, 65, 310, 524, 606, 877, 878, 1575, 1939, 2066, 2529, 3003, 3004, 3800, 4715, 4826, 4951, 4980, 5614, 6946, 7291, 7522, 8026, 8783, 8841, 8943, 9837, 10654, 10915, 10944, 11276, 11287"
463,463,"71, 469, 1738, 3493, 3494, 8503, 9033, 9194, 9505"
464,464,"8, 65, 310, 524, 606, 877, 878, 1575, 1939, 2066, 2529, 3003, 3004, 3800, 4715, 4826, 4951, 4980, 5614, 6946, 7291, 7522, 8026, 8783, 8841, 8943, 9837, 10654, 10915, 10944, 11276, 11287"
465,465,"395, 396, 444, 542, 1104, 1105, 1738, 4711, 5802, 8795, 9194, 9505, 10080, 10901, 11290, 11510"
466,466,8318
467,467,"780, 1192, 1420, 1576, 1866, 2692, 2894, 3739, 5336, 6705, 7843, 7972, 7981, 7982, 9221, 10181, 11375"
468,468,"492, 7591"
469,469,"385, 492, 2562, 2563, 2564, 10605"
470,470,"1145, 1896, 2503, 3583, 3590, 7302, 9194"
471,471,"3899, 4224, 8330, 8331, 10717"
472,472,"31, 1474, 2107, 2151, 2170, 2272, 2616, 2806, 5343, 5918, 6398, 6403, 6934, 7446, 8131, 8283, 9926, 10123, 10175, 10386"
473,473,"3899, 4224, 8330, 8331, 10717"
474,474,"31, 1474, 2107, 2151, 2170, 2272, 2616, 2806, 5343, 5918, 6398, 6403, 6934, 7446, 8131, 8283, 9926, 10123, 10175, 10386"
475,475,"385, 495, 783, 1798, 2164, 7900, 7928, 9169, 9621, 9622"
476,476,"4430, 5639"
477,477,"385, 495, 783, 1798, 2164, 7900, 7928, 9169, 9621, 9622"
478,478,"4430, 5639"
479,479,"385, 495, 783, 1798, 2164, 7900, 7928, 9169, 9621, 9622"
480,480,"4430, 5639"
481,481,"691, 692, 2472, 4714, 4782, 6858, 7275, 8090, 8410, 9024, 10590, 11118"
482,482,"2562, 2563, 2564, 8318"
483,483,"71, 385, 492, 1175, 1738, 1740, 2562, 2563, 2564, 2599, 4224, 4315, 6024, 8318, 9033, 9505, 10605, 10717"
484,484,"72, 1062, 1158, 1317, 1375, 2342, 2404, 2741, 3312, 3455, 3914, 3915, 6337, 6797, 6798, 7010, 7776, 8033, 8198, 8201, 8252, 8550, 8632, 8673, 8692, 9748, 10240, 10311, 10771, 10818"
485,485,"71, 72, 385, 492, 783, 1086, 1738, 2066, 2151, 4080, 4517, 4980, 6484, 9033, 9500, 9505, 10717"
486,486,"492, 7591, 7601, 8318"
487,487,"2535, 2562, 2563, 2564, 3583, 3590, 10574, 10575"
488,488,"65, 71, 72, 380, 488, 606, 779, 1145, 1608, 1737, 1738, 1896, 2151, 2349, 2406, 2407, 2452, 2599, 2602, 2692, 2710, 2937, 2966, 3455, 3568, 4405, 4435, 4694, 4980, 5123, 5336, 6028, 6341, 6858, 6990, 7002, 7291, 7369, 8030, 8261, 8414, 8565, 9024, 9073, 9194, 9388, 9488, 9489, 9837, 10639, 10654, 10944, 11258, 11271, 11364"
489,489,"1737, 1738, 3583, 3914, 4338, 5123, 5232, 5253, 5254, 5487, 6858, 7710, 8318, 9194, 9256, 10639, 11464"
490,490,"1135, 1738, 1896, 8206, 8207"
491,491,"1117, 1782, 2338, 2402, 2428, 2692, 3916, 4729, 4774, 5115, 6851, 6858, 6967, 6968, 9837, 11125"
492,492,"492, 2562, 2563, 2564"
493,493,"71, 317, 385, 1575, 1738, 2151, 2404, 3455, 3801, 4224, 4338, 4980, 5419, 7896, 7928, 8330, 8331, 8852, 9024, 9033, 9505, 10600, 10727"
494,494,"529, 3589, 4432, 6662, 10444"
495,495,"492, 7591"
496,496,"71, 310, 784, 785, 1812, 2592, 2623, 2966, 5600, 5784, 9138, 9635, 9853"
497,497,"2823, 5406, 5407"
498,498,"507, 508, 516, 531, 1676, 1771, 2404, 4711, 6873, 8518"
499,499,"499, 507, 508, 512, 1143, 2214, 5111, 5410"
500,500,"507, 508, 512, 531, 542, 4711, 5111, 8518"
501,501,"512, 521, 524, 531, 539, 542, 1104, 1105, 4711, 4774, 5393, 5478, 8518, 9621, 9622, 10579"
502,502,"3389, 3390, 4896"
503,503,"512, 521, 524, 531, 539, 542, 1104, 1105, 4711, 4774, 5393, 5478, 8518, 9621, 9622, 10579"
504,504,"3389, 3390, 4896"
505,505,"499, 507, 508, 512, 518, 527, 540, 542, 1771, 1782, 2214, 2404, 2460, 2811, 2825, 3899, 4224, 4495, 4711, 4732, 5110, 5111, 5707, 6024, 6735, 6736, 7778, 7896, 7928, 8270, 8518"
506,506,"507, 508, 511, 531, 783, 1104, 1105, 1771, 3915, 4512, 4513, 4711, 8252, 11276"
507,507,"2338, 2349, 2428, 3064, 5290, 5324, 7002, 8129, 8417"
508,508,"3485, 3493, 3494, 3583, 5718"
509,509,"2338, 2349, 2428, 3064, 5290, 5324, 7002, 8129, 8417"
510,510,"3485, 3493, 3494, 3583, 5718"
511,511,"71, 317, 385, 511, 519, 783, 4517, 5918, 10605"
512,512,"516, 783, 1020, 2363, 4503, 4517, 4711, 5354, 6024, 7306"
513,513,"992, 1175, 1602, 1771, 1782, 2349, 2402, 2428, 2599, 3899, 4224, 4729, 5026, 5027, 5115, 5123, 6967, 6968, 8518, 9265, 9432, 9554, 9563, 9630, 9635, 10222"
514,514,"507, 508, 531, 539, 540, 2363, 2404, 2783, 4492, 4711, 4732, 6024, 9630"
515,515,"507, 508, 531, 539, 540, 2363, 2404, 2783, 4492, 4711, 4732, 6024, 9630"
516,516,"527, 543, 1776, 1777, 2175, 2344, 2377, 2378, 3592, 4246, 5030, 5641, 6020, 6501, 7105, 7116, 7784, 8090, 8129, 8783, 8841, 9725, 9726, 9837, 9840, 9852, 10372"
517,517,"524, 543, 783, 1246, 2066, 2214, 2249, 2292, 2373, 2599, 2888, 3455, 4008, 4080, 5253, 5254, 5393, 5410, 6484, 6499, 9500, 9502, 9618, 9945, 10292, 10805"
518,518,"499, 507, 508, 531, 542, 3906, 5111"
519,519,"1086, 1782, 1799, 2165, 2349, 2428, 2442, 2503, 2806, 3916, 4299, 4315, 5785, 5828, 6369, 6967, 6968, 7313, 9073, 9463, 9633, 9837"
520,520,"71, 507, 508, 519, 531, 539, 763, 783, 1771, 4224, 4711, 5393, 7306, 8518, 9500, 9630"
521,521,"140, 141, 587"
522,522,"507, 508, 524, 531, 542, 783, 1062, 1771, 4711, 9719, 9751, 9909"
523,523,"511, 2341, 3446, 3447, 3448, 3940, 4503, 5105, 5106"
524,524,"72, 1771, 2363, 2599, 4711, 5026, 5027, 8518"
525,525,"507, 508, 531, 3940"
526,526,"469, 544, 687, 1385, 2292, 4202, 8446, 8868, 9396, 9500, 10233"
527,527,"507, 508, 516"
528,528,"507, 508, 516, 531, 542, 4711"
529,529,"71, 385, 507, 508, 519, 524, 531, 539, 540, 542, 544, 783, 1738, 2442, 2460, 2599, 2627, 2692, 2806, 2834, 3446, 3447, 3448, 3583, 3899, 3912, 4224, 4495, 4517, 4711, 4884, 4980, 5354, 5707, 5918, 6735, 6736, 7306, 7900, 7928, 8318, 8339, 8446, 8795, 9194, 9252, 9500, 9558, 9568, 9630, 10272, 11464"
530,530,"507, 508, 531, 542, 4711, 8252, 10249"
531,531,"531, 542, 2214"
532,532,"512, 524, 527, 539, 542, 544, 1062, 1086, 1575, 1782, 2032, 2170, 2214, 2428, 2498, 2599, 2692, 4299, 4715, 4980, 5030, 5419, 8090, 9568, 9837, 10292"
533,533,"296, 310, 318, 783, 4579, 4994, 5035, 5036, 5100, 6013, 6510, 7932, 8566, 10717"
534,534,"4405, 4435, 7002, 11271"
535,535,"4405, 4435, 7002, 11271"
536,536,"385, 783, 1510, 1738, 2443, 2599, 3185, 4980, 5410, 7896, 7932, 8452"
537,537,"534, 6735, 6736"
538,538,"531, 542, 768, 770, 783, 1246, 2834, 3485, 4711, 7010, 7365, 7625, 7626, 8201, 8252, 8318, 8747, 8975, 9558, 9724, 9909, 10009, 10249, 10707, 10771, 11008, 11276"
539,539,"385, 512, 539, 540, 542, 783, 1290, 1737, 1738, 2806, 2811, 2834, 2848, 3446, 3447, 3448, 3455, 3583, 4224, 4711, 4980, 6024, 7306, 7928, 8318, 8503, 8795, 9024, 9033, 9500, 9505, 9558, 9630, 10272, 11478"
540,540,"2794, 2795"
541,541,"499, 1064, 2385, 3583, 3899, 4732, 5354, 6886, 10363"
542,542,"395, 396, 2296, 3960, 3961, 4061, 4978, 6194, 6195, 7116, 8696, 10915, 10944, 11441"
543,543,542
544,544,"524, 544, 783, 2428, 10901"
545,545,"72, 512, 527, 783"
546,546,"65, 1641, 1776, 1777, 3264, 10181, 10377, 11125, 11505"
547,547,"142, 143, 770, 1992, 1993, 4222, 8503, 9033, 9618, 10075"
548,548,"65, 1641, 1776, 1777, 3264, 10181, 10377, 11125, 11505"
549,549,"142, 143, 770, 1992, 1993, 4222, 8503, 9033, 9618, 10075"
550,550,"564, 577, 598, 599, 751, 1771, 4503, 6755, 9630"
551,551,"256, 257, 258, 499, 572, 596, 606, 670, 1575, 1771, 1812, 1934, 1939, 2032, 2148, 2214, 3590, 3899, 4224, 5110, 5746, 5749, 6735, 6736, 7776, 8518, 8624, 9265, 9630, 9907, 9915, 10421, 10528, 10600, 10841"
552,552,"574, 751, 1652"
553,553,"256, 257, 258, 596, 606, 992, 1062, 1098, 1782, 1939, 2032, 2151, 2163, 2170, 2195, 2214, 2344, 2452, 2599, 2692, 3003, 3004, 3046, 3455, 3614, 3615, 4080, 5123, 5253, 5254, 5336, 6484, 7302, 7776, 7778, 8030, 8503, 8841, 9612, 9618, 9623, 9624, 9719, 9758, 9886, 10332, 10421, 10540, 10717, 10944"
554,554,"596, 783, 2399, 7306, 9630, 10802"
555,555,"71, 72, 89, 310, 385, 606, 762, 783, 1086, 1155, 1474, 1737, 1738, 1740, 1818, 1937, 1939, 2066, 2599, 2715, 3339, 3455, 4080, 4315, 5253, 5254, 5410, 5419, 5487, 6788, 6927, 8030, 8131, 8318, 8503, 8565, 8795, 9482, 9500, 9505, 9558, 9618, 9632, 9743, 9748, 10654, 10791, 10944, 11259, 11271, 11358"
556,556,"71, 72, 89, 310, 385, 606, 762, 783, 1086, 1155, 1474, 1737, 1738, 1740, 1818, 1937, 1939, 2066, 2599, 2715, 3339, 3455, 4080, 4315, 5253, 5254, 5410, 5419, 5487, 6788, 6927, 8030, 8131, 8318, 8503, 8565, 8795, 9482, 9500, 9505, 9558, 9618, 9632, 9743, 9748, 10654, 10791, 10944, 11259, 11271, 11358"
557,557,"1870, 5697, 5810, 8329"
558,558,"543, 1407, 2347, 4807, 5886, 8090"
559,559,"596, 598, 599, 696, 1068, 1098, 2792, 2793, 4517, 5311, 5312, 5966, 6735, 6736, 9630, 9724, 9875, 10215, 10221, 10288, 10717"
560,560,"1068, 1771, 1896, 1935, 3118, 5739, 9724, 9915, 10215, 10221"
561,561,"606, 1068, 1099, 1104, 1105, 1738, 1771, 1882, 1896, 1934, 3493, 3494, 4503, 4711, 5918, 6772, 6773, 8131, 8206, 8207, 8518, 8795, 9558, 9630, 10741, 10841"
562,562,"551, 562, 2789"
563,563,"735, 1186, 1575, 2032, 2054, 2338, 2595, 2886, 4495, 4980, 5419, 6020, 6662, 7313, 7595, 8270, 8852, 9433, 9630, 9915, 10238, 10841"
564,564,1896
565,565,"10234, 11494"
566,566,"572, 596, 606, 877, 878, 1086, 1293, 1575, 1798, 1939, 2344, 2399, 2655, 5614, 7918, 8030, 8698, 8841, 9623, 9624, 9635, 10901"
567,567,"593, 598, 599, 751, 1771, 1794, 7306, 9150, 9554, 9896"
568,568,"72, 572, 606, 1086, 1098, 1145, 1490, 1782, 1939, 2032, 2170, 2214, 2241, 2249, 2428, 2692, 4715, 5393, 6946, 6967, 6968, 7505, 8692, 9222, 9725, 9726, 9837, 10292, 10421"
569,569,"289, 606, 1068, 1446, 1738, 1798, 1896, 1934, 1939, 2344, 2483, 2787, 2834, 3493, 3494, 3590, 5478, 5487, 6754, 9024, 9630, 9886"
